번호,종목코드,종목명,산업카테고리,시가총액(억),현재 PER,추정 PER,전년 영업이익,추정 영업이익,추정 ROE,부채비율,이익성장률,DeltaPER
0,009420,한올바이오파마,제약,24083.0,,412.0,-9.0,61.0,3.6,39.3,-7.777777777777778,
0,008930,한미사이언스,제약,24074.0,20.34,20.34,1387.0,1387.0,13.13,55.24,0.0,0.0
0,069960,현대백화점,백화점과일반상점,23980.0,12.12,10.0,3779.0,4083.0,5.43,78.26,0.0804445620534533,2.119999999999999
0,007810,코리아써키트,전자장비와기기,23863.0,57.65,28.0,538.0,1347.0,20.34,76.14,1.503717472118959,29.65
0,161890,한국콜마,화장품,23581.0,18.85,16.0,2396.0,2843.0,15.36,107.38,0.18656093489148584,2.8500000000000014
0,017960,한국카본,조선,23552.0,22.98,19.0,1310.0,1631.0,19.84,79.81,0.2450381679389313,3.9800000000000004
0,279570,케이뱅크,은행,23490.0,19.3,19.3,1171.0,1404.0,5.34,1367.21,0.1989752348420153,0.0
0,000240,한국앤컴퍼니,자동차부품,23402.0,6.74,6.74,4116.0,4574.0,8.41,10.01,0.11127308066083574,0.0
0,476830,알지노믹스,생물공학,23228.0,,,-146.0,-146.0,604.61,6.72,0.0,
0,323280,태성,전자장비와기기,23026.0,,,-25.0,-25.0,-3.0,34.71,0.0,
0,068760,셀트리온제약,제약,23000.0,59.54,59.54,561.0,561.0,9.3,74.2,0.0,0.0
0,347700,스피어,우주항공과국방,23517.0,9390.0,9390.0,91.0,241.0,21.92,49.85,1.6483516483516483,0.0
0,282330,BGF리테일,백화점과일반상점,22936.0,11.75,10.0,2539.0,2856.0,15.93,170.83,0.12485230405671532,1.75
0,294400,KIWOOM 200TR,,22892.0,,,,,,,,
0,060370,LS마린솔루션,건설,22881.0,222.34,175.0,70.0,121.0,2.13,17.67,0.7285714285714286,47.34
0,004370,농심,식품,22688.0,13.34,12.0,1839.0,2071.0,6.39,35.0,0.12615551930396962,1.3399999999999999
0,078600,대주전자재료,전자장비와기기,22663.0,109.29,75.0,207.0,349.0,11.5,155.9,0.6859903381642511,34.290000000000006
0,005440,현대지에프홀딩스,복합기업,22622.0,5.49,8.0,2741.0,3409.0,7.4,43.57,0.24370667639547605,-2.51
0,000120,CJ대한통운,항공화물운송과물류,22174.0,9.16,8.0,5081.0,5538.0,6.59,132.88,0.08994292462113762,1.1600000000000001
0,140860,파크시스템스,전자장비와기기,22112.0,64.08,41.0,422.0,596.0,21.53,55.44,0.4123222748815165,23.08
0,456600,TIME 글로벌AI인공지능액티브,,21991.0,,,,,,,,
0,030000,제일기획,광고,21904.0,10.55,10.0,3369.0,3409.0,14.09,125.93,0.011872959335114341,0.5500000000000007
0,466920,SOL 조선TOP3플러스,,21736.0,,,,,,,,
0,007070,GS리테일,백화점과일반상점,21654.0,49.9,11.0,2921.0,3430.0,6.05,128.41,0.17425539198904483,38.9
0,089030,테크윙,반도체와반도체장비,21565.0,230.95,230.95,158.0,985.0,28.99,198.75,5.234177215189874,0.0
0,214980,KODEX 단기채권PLUS,,21554.0,,,,,,,,
0,077970,STX엔진,조선,21479.0,28.92,26.0,696.0,1058.0,21.33,237.5,0.5201149425287357,2.9200000000000017
0,322000,HD현대에너지솔루션,에너지장비및서비스,21325.0,51.17,23.0,412.0,1182.0,20.34,26.96,1.8689320388349513,28.17
0,027360,아주IB투자,창업투자,21322.0,255.07,255.07,119.0,119.0,3.15,26.77,0.0,0.0
0,385540,RISE 종합채권(A-이상)액티브,,21160.0,,,,,,,,
0,003690,코리안리,손해보험,21065.0,7.21,7.21,4709.0,4709.0,9.03,287.13,0.0,0.0
0,035900,JYP Ent.,방송과엔터테인먼트,2929.0,13.03,16.0,1552.0,1690.0,19.23,36.19,0.08891752577319578,-2.9700000000000006
0,023590,다우기술,증권,2583.0,4.22,4.22,15593.0,15593.0,15.95,1006.86,0.0,0.0
0,041510,에스엠,방송과엔터테인먼트,2491.0,5.92,15.0,1830.0,2023.0,13.17,47.76,0.10546448087431703,-9.08
0,085620,미래에셋생명,생명보험,2534.0,23.02,23.02,1945.0,1945.0,5.22,1244.75,0.0,0.0
0,002790,아모레퍼시픽홀딩스,화장품,2414.0,20.09,20.09,3680.0,3680.0,3.64,21.2,0.0,0.0
0,095610,테스,반도체와반도체장비,2367.0,36.46,25.0,578.0,889.0,18.92,24.43,0.5380622837370241,11.46
0,005070,코스모신소재,화학,295.0,,,24.0,160.0,1.99,45.14,5.666666666666667,
0,081660,미스토홀딩스,"섬유,의류,신발,호화품",269.0,10.1,8.0,4748.0,5536.0,12.81,112.73,0.1659646166807076,2.0999999999999996
0,298020,효성티앤씨,"섬유,의류,신발,호화품",2318.0,187.88,10.0,2515.0,4701.0,12.78,193.27,0.8691848906560635,177.88
0,232080,TIGER 코스닥150,,26.0,,,,,,,,
0,361610,SK아이이테크놀로지,전기제품,238.0,,-11.0,-2464.0,-2037.0,-7.02,68.82,-0.17329545454545459,
0,487230,KODEX 미국AI전력핵심인프라,,19622.0,,,,,,,,
0,099320,쎄트렉아이,우주항공과국방,19603.0,128.22,122.0,102.0,174.0,6.27,73.42,0.7058823529411764,6.219999999999999
0,131290,티에스이,반도체와반도체장비,19457.0,50.9,50.9,492.0,894.0,17.0,30.88,0.8170731707317074,0.0
0,080220,제주반도체,반도체와반도체장비,19322.0,48.91,48.91,359.0,359.0,19.21,47.94,0.0,0.0
0,003540,대신증권,증권,19245.0,19.13,19.13,3014.0,3720.0,6.73,864.42,0.2342402123424021,0.0
0,105190,ACE 200,,19207.0,,,,,,,,
0,315930,KODEX Top5PlusTR,,18985.0,,,,,,,,
0,284430,KODEX 200미국채혼합,,18889.0,,,,,,,,
0,395400,SK리츠,,18663.0,,,,,,,,
0,152100,PLUS 200,,18834.0,,,,,,,,
0,101490,에스앤에스텍,반도체와반도체장비,18860.0,32.52,32.52,504.0,504.0,21.24,29.18,0.0,0.0
0,189300,인텔리안테크,통신장비,18511.0,248.06,56.0,120.0,396.0,11.59,86.45,2.3,192.06
0,462870,시프트업,게임엔터테인먼트,18417.0,9.63,9.63,1814.0,967.0,22.71,17.6,-0.4669239250275634,0.0
0,426030,TIME 미국나스닥100액티브,,18289.0,,,,,,,,
0,039200,오스코텍,제약,18249.0,34.87,34.87,521.0,340.0,16.57,23.02,-0.3474088291746641,0.0
0,232140,와이씨,반도체와반도체장비,17517.0,90.85,90.85,170.0,489.0,7.6,27.51,1.8764705882352941,0.0
0,475830,오름테라퓨틱,제약,17426.0,,,-518.0,-518.0,-33.22,29.37,0.0,
0,437730,삼현,자동차부품,18168.0,174.7,174.7,8.0,8.0,8.46,53.4,0.0,0.0
0,417200,LS머트리얼즈,전기제품,17387.0,4283.33,4283.33,-1.0,-1.0,0.24,33.22,0.0,0.0
0,491000,리브스메드,건강관리장비와용품,16703.0,,,-226.0,-57.0,-2.29,11.65,-0.747787610619469,
0,458870,씨어스,건강관리기술,15985.0,98.82,98.82,163.0,459.0,71.15,36.81,1.815950920245399,0.0
0,445680,큐리옥스바이오시스템즈,생명과학도구및서비스,15913.0,,,-123.0,-123.0,-53.58,47.75,0.0,
0,166090,하나머티리얼즈,반도체와반도체장비,15901.0,41.44,22.0,501.0,912.0,14.37,47.86,0.8203592814371257,19.439999999999998
0,397030,에이프릴바이오,제약,15875.0,,-216.0,-73.0,27.0,-7.57,0.83,-1.36986301369863,
0,183300,코미코,반도체와반도체장비,15524.0,31.14,31.14,1110.0,1350.0,22.25,178.59,0.21621621621621623,0.0
0,038500,삼표시멘트,건축자재,15335.0,37.59,37.59,766.0,766.0,5.29,84.0,0.0,0.0
0,290650,엘앤씨바이오,건강관리장비와용품,15430.0,,,44.0,247.0,4.86,118.98,4.613636363636363,
0,032500,케이엠더블유,통신장비,14817.0,,,-238.0,113.0,7.82,87.99,-1.4747899159663866,
0,096530,씨젠,생명과학도구및서비스,14754.0,30.57,30.57,346.0,523.0,5.73,21.66,0.5115606936416186,0.0
0,090710,휴림로봇,기계,14729.0,,,-173.0,-173.0,-13.42,36.13,0.0,
0,065350,신성델타테크,가정용기기와용품,14594.0,67.22,67.22,277.0,277.0,9.51,161.32,0.0,0.0
0,089970,브이엠,반도체와반도체장비,14467.0,57.37,21.0,247.0,847.0,34.2,40.37,2.42914979757085,36.37
0,085660,차바이오텍,건강관리업체및서비스,14104.0,,,-488.0,-488.0,-37.19,214.81,0.0,
0,003380,하림지주,식품,14113.0,6.14,6.14,8874.0,8874.0,7.29,170.94,0.0,0.0
0,127120,제이에스링크,생명과학도구및서비스,13968.0,,,-125.0,-125.0,-35.13,79.37,0.0,
0,281740,레이크머티리얼즈,화학,13902.0,180.77,180.77,133.0,240.0,5.8,161.94,0.8045112781954886,0.0
0,036540,SFA반도체,반도체와반도체장비,13864.0,,,-196.0,224.0,3.9,16.21,-2.142857142857143,
0,160190,하이젠알앤엠,기계,13591.0,,,-89.0,-89.0,-8.13,55.73,0.0,
0,420770,기가비스,반도체와반도체장비,13525.0,87.53,87.53,121.0,174.0,7.42,13.4,0.43801652892561993,0.0
0,161580,필옵틱스,전자장비와기기,13386.0,,,-349.0,-349.0,-14.67,100.09,0.0,
0,490470,세미파이브,반도체와반도체장비,13493.0,,,-534.0,-534.0,-31.2,40.25,0.0,
0,195940,HK이노엔,제약,13797.0,18.23,15.0,1109.0,1300.0,6.8,57.85,0.17222723174030663,3.2300000000000004
0,124500,아이티센글로벌,IT서비스,13134.0,28.16,28.16,2799.0,2799.0,45.89,212.5,0.0,0.0
0,033790,피노,전기제품,13099.0,,,88.0,88.0,-7.58,66.55,0.0,
0,033100,제룡전기,전기장비,13059.0,22.24,22.24,670.0,670.0,26.93,11.52,0.0,0.0
0,126340,비나텍,전기장비,13001.0,,,18.0,188.0,15.47,158.55,9.444444444444445,
0,036830,솔브레인홀딩스,전기제품,12959.0,2.72,2.72,89.0,89.0,32.06,36.52,0.0,0.0
0,295310,에이치브이엠,비철금속,12761.0,100.09,100.09,58.0,168.0,14.41,92.29,1.896551724137931,0.0
0,137400,피엔티,전기제품,12698.0,18.55,18.55,956.0,1260.0,14.65,146.08,0.3179916317991631,0.0
0,466100,클로봇,기계,12882.0,,,-32.0,-32.0,-3.58,20.84,0.0,
0,204270,제이앤티씨,핸드셋,12698.0,,,-780.0,689.0,25.26,121.3,-1.8833333333333333,
0,052020,에스티큐브,판매업체,12482.0,,,-235.0,-235.0,-26.2,25.11,0.0,
0,388210,씨엠티엑스,반도체와반도체장비,12406.0,,18.0,518.0,711.0,36.68,51.01,0.3725868725868726,
0,199800,툴젠,생물공학,12322.0,,,-233.0,-233.0,-64.34,10.39,0.0,
0,213420,덕산네오룩스,디스플레이장비및부품,12304.0,23.13,17.0,607.0,872.0,15.0,51.8,0.43657331136738065,6.129999999999999
0,222080,씨아이에스,전기제품,12188.0,42.24,42.24,335.0,335.0,5.83,30.04,0.0,0.0
0,007390,네이처셀,생물공학,12062.0,,,-36.0,-36.0,-4.45,18.57,0.0,
0,376900,로킷헬스케어,건강관리장비와용품,12056.0,,,5.0,5.0,8.69,376.27,0.0,
0,083450,GST,반도체와반도체장비,12016.0,26.54,26.54,592.0,728.0,16.15,26.8,0.22972972972972983,0.0
0,456160,지투지바이오,제약,11946.0,,,-122.0,-122.0,39.5,16.13,0.0,
0,388720,유일로보틱스,기계,11899.0,,,-126.0,-126.0,-26.71,20.64,0.0,
0,048410,현대바이오,화장품,11899.0,,,-182.0,-182.0,-29.47,18.07,0.0,
0,115180,큐리언트,제약,11658.0,,,-298.0,-298.0,-71.44,58.18,0.0,
0,094170,동운아나텍,반도체와반도체장비,11521.0,1124.49,1124.49,24.0,83.0,11.0,58.81,2.4583333333333335,0.0
0,056190,에스에프에이,기계,11150.0,20.24,20.24,859.0,1462.0,10.59,49.77,0.7019790454016297,0.0
0,050890,쏠리드,통신장비,11027.0,30.4,30.4,333.0,367.0,9.64,51.89,0.10210210210210202,0.0
0,086450,동국제약,제약,1403.0,15.75,13.0,966.0,1103.0,11.55,39.17,0.14182194616977228,2.75
0,035760,CJ ENM,방송과엔터테인먼트,1526.0,35.69,18.0,1329.0,1721.0,2.06,151.51,0.2949586155003763,17.689999999999998
0,014620,성광벤드,기계,1251.0,30.39,22.0,420.0,556.0,8.29,7.42,0.32380952380952377,8.39
0,056080,유진로봇,기계,1222.0,,,-50.0,-50.0,-21.68,87.3,0.0,
0,044490,태웅,에너지장비및서비스,124.0,184.87,184.87,50.0,295.0,4.36,32.9,4.9,0.0
0,293490,카카오게임즈,게임엔터테인먼트,9966.0,,-68.0,-396.0,-218.0,-1.35,123.44,-0.4494949494949495,
0,046890,서울반도체,디스플레이장비및부품,9947.0,,,-315.0,161.0,1.57,76.14,-1.511111111111111,
0,327260,RF머트리얼즈,우주항공과국방,9905.0,139.31,139.31,74.0,149.0,20.84,48.39,1.0135135135135136,0.0
0,356860,티엘비,반도체와반도체장비,9872.0,51.83,27.0,260.0,462.0,23.37,95.41,0.7769230769230768,24.83
0,023160,태광,기계,9791.0,15.71,19.0,387.0,602.0,8.21,10.63,0.5555555555555556,-3.289999999999999
0,121600,나노신소재,화학,9533.0,580.6,580.6,47.0,47.0,0.66,84.11,0.0,0.0
0,078160,메디포스트,생물공학,9527.0,,,-680.0,-680.0,-34.14,72.69,0.0,
0,053610,프로텍,반도체와반도체장비,9482.0,19.9,19.9,463.0,685.0,16.43,25.06,0.47948164146868244,0.0
0,074600,원익QnC,반도체와반도체장비,9477.0,42.11,17.0,596.0,1055.0,11.12,170.93,0.7701342281879195,25.11
0,476060,온코닉테라퓨틱스,제약,9263.0,56.82,56.82,126.0,126.0,24.65,5.09,0.0,0.0
0,122870,와이지엔터테인먼트,방송과엔터테인먼트,9243.0,25.05,15.0,713.0,808.0,11.58,28.88,0.13323983169705467,10.05
0,253450,스튜디오드래곤,방송과엔터테인먼트,9213.0,89.36,25.0,304.0,512.0,4.49,29.27,0.6842105263157894,64.36
0,241710,코스메카코리아,화장품,9131.0,20.09,14.0,835.0,1030.0,22.48,87.91,0.23353293413173648,6.09
0,171090,선익시스템,디스플레이장비및부품,9092.0,8.9,10.0,1115.0,1139.0,49.8,154.25,0.021524663677130018,-1.0999999999999996
0,052400,코나아이,IT서비스,9102.0,12.23,12.23,889.0,1303.0,35.31,116.79,0.4656917885264342,0.0
0,031330,에스에이엠티,전자장비와기기,9090.0,11.99,11.99,1139.0,1139.0,16.55,183.14,0.0,0.0
0,358570,지아이이노베이션,생물공학,9077.0,,,-407.0,-407.0,-48.28,9.41,0.0,
0,036810,에프에스티,반도체와반도체장비,9028.0,,,-5.0,231.0,3.67,122.88,-47.2,
0,348370,엔켐,전기제품,9016.0,,,-784.0,-784.0,-14.37,130.25,0.0,
0,032190,다우데이타,증권,8943.0,4.09,4.09,15999.0,15999.0,14.75,984.54,0.0,0.0
0,365340,성일하이텍,전기제품,8922.0,,-237.0,-545.0,14.0,-3.09,367.58,-1.0256880733944955,
0,082270,젬백스,반도체와반도체장비,8898.0,,,38.0,38.0,-26.29,177.61,0.0,
0,006730,서부T&D,"호텔,레스토랑,레저",8824.0,11.27,20.0,703.0,856.0,4.12,134.7,0.2176386913229018,-8.73
0,174900,앱클론,생물공학,8757.0,,,-176.0,-176.0,-39.86,17.05,0.0,
0,399720,가온칩스,반도체와반도체장비,8382.0,,,-167.0,-167.0,-23.17,191.31,0.0,
0,102940,코오롱생명과학,제약,8352.0,31.88,31.88,176.0,176.0,6.81,56.57,0.0,0.0
0,009520,포스코엠텍,철강,8329.0,588.24,588.24,10.0,10.0,1.25,35.84,0.0,0.0
0,348340,뉴로메카,기계,8295.0,,,-149.0,-149.0,-177.53,557.63,0.0,
0,0011T0,채비,전기제품,8197.0,,,-296.0,-296.0,-40.81,200.34,0.0,
0,077360,덕산하이메탈,반도체와반도체장비,8147.0,,,28.0,298.0,7.23,94.52,9.642857142857142,
0,425420,티에프이,반도체와반도체장비,8124.0,41.8,41.8,191.0,336.0,27.36,31.54,0.7591623036649215,0.0
0,102710,이엔에프테크놀로지,반도체와반도체장비,8087.0,15.57,15.57,781.0,844.0,12.86,66.47,0.08066581306017917,0.0
0,059090,미코,반도체와반도체장비,7987.0,27.07,27.07,1010.0,1010.0,27.23,228.63,0.0,0.0
0,368770,파이버프로,전자장비와기기,7951.0,85.51,85.51,101.0,101.0,22.06,32.59,0.0,0.0
0,336570,원텍,건강관리장비와용품,7937.0,22.54,17.0,517.0,617.0,26.2,38.04,0.19342359767891693,5.539999999999999
0,033500,동성화인텍,화학,7842.0,14.04,11.0,726.0,965.0,25.44,93.73,0.3292011019283747,3.039999999999999
0,252990,샘씨엔에스,반도체와반도체장비,7834.0,50.43,50.43,147.0,309.0,16.98,52.36,1.1020408163265305,0.0
0,448900,한국피아이엠,자동차부품,7830.0,,,15.0,54.0,-0.11,50.76,2.6,
0,060250,NHN KCP,IT서비스,7811.0,17.24,14.0,547.0,633.0,17.4,119.43,0.15722120658135275,3.2399999999999984
0,439960,코스모로보틱스,기계,7706.0,,,-82.0,-82.0,-659.24,48.08,0.0,
0,033640,네패스,반도체와반도체장비,7656.0,46.18,46.18,238.0,406.0,14.19,183.67,0.7058823529411764,0.0
0,086900,메디톡스,생물공학,7430.0,47.48,47.48,170.0,302.0,5.44,28.06,0.776470588235294,0.0
0,253590,네오셈,반도체와반도체장비,7410.0,138.44,138.44,41.0,41.0,4.54,30.08,0.0,0.0
0,112040,위메이드,게임엔터테인먼트,7401.0,,,107.0,730.0,13.37,114.81,5.822429906542056,
0,348210,넥스틴,반도체와반도체장비,7282.0,,33.0,-12.0,269.0,13.98,48.45,-23.416666666666668,
0,389470,인벤티지랩,제약,7382.0,,,-284.0,-284.0,-17.44,36.85,0.0,
0,089010,켐트로닉스,전자장비와기기,7261.0,70.87,70.87,232.0,404.0,13.6,197.67,0.7413793103448276,0.0
0,225570,넥슨게임즈,게임엔터테인먼트,7251.0,,,-602.0,-602.0,-21.79,58.7,0.0,
0,475960,토모큐브,생명과학도구및서비스,7227.0,,,-56.0,22.0,7.1,7.0,-1.3928571428571428,
0,278280,천보,전기제품,7158.0,,,37.0,-134.0,-1.66,81.76,-4.621621621621621,
0,272290,이녹스첨단소재,디스플레이장비및부품,7128.0,12.45,12.45,819.0,765.0,12.99,108.29,-0.06593406593406592,0.0
0,015750,성우하이텍,자동차부품,7104.0,4.21,4.21,2427.0,2427.0,10.52,134.77,0.0,0.0
0,053800,안랩,소프트웨어,7121.0,13.12,13.12,333.0,333.0,14.68,29.58,0.0,0.0
0,214430,아이쓰리시스템,우주항공과국방,7000.0,36.34,36.34,165.0,165.0,15.31,35.65,0.0,0.0
0,486990,노타,IT서비스,6980.0,,,-153.0,-46.0,-22.36,54.01,-0.6993464052287581,
0,200710,에이디테크놀로지,반도체와반도체장비,6866.0,190.3,190.3,29.0,220.0,13.5,115.93,6.586206896551724,0.0
0,460930,현대힘스,조선,6846.0,31.92,31.92,288.0,288.0,8.8,31.81,0.0,0.0
0,090360,로보스타,기계,6844.0,,,-57.0,-57.0,-5.82,25.72,0.0,
0,089890,코세스,반도체와반도체장비,6800.0,51.51,51.51,174.0,174.0,19.58,24.65,0.0,0.0
0,024850,HLB이노베이션,반도체와반도체장비,6838.0,,,-376.0,-350.0,-21.02,21.43,-0.06914893617021278,
0,006910,보성파워텍,전기장비,6780.0,33.41,33.41,268.0,268.0,20.26,20.91,0.0,0.0
0,084110,휴온스글로벌,제약,6748.0,23.37,23.37,906.0,906.0,5.41,42.95,0.0,0.0
0,376300,디어유,양방향미디어와서비스,6670.0,35.8,16.0,314.0,445.0,18.43,15.79,0.4171974522292994,19.799999999999997
0,033160,엠케이전자,반도체와반도체장비,6663.0,461.67,461.67,142.0,1168.0,0.37,153.02,7.225352112676056,0.0
0,041960,코미팜,제약,6657.0,,,20.0,20.0,-10.94,85.85,0.0,
0,125490,한라캐스트,자동차부품,6629.0,155.21,155.21,103.0,145.0,8.61,82.89,0.4077669902912622,0.0
0,372320,큐로셀,생물공학,6577.0,,,-106.0,-106.0,55.22,2023.74,0.0,
0,025980,아난티,"호텔,레스토랑,레저",6509.0,,,83.0,83.0,-5.62,121.7,0.0,
0,138080,오이솔루션,통신장비,6412.0,,,-160.0,49.0,4.07,86.09,-1.30625,
0,104830,원익머트리얼즈,화학,6354.0,13.05,13.05,565.0,708.0,10.64,21.37,0.2530973451327434,0.0
0,060280,큐렉소,건강관리장비와용품,6288.0,227.46,227.46,24.0,66.0,2.92,5.08,1.75,0.0
0,383310,에코프로에이치엔,상업서비스와공급품,6251.0,47.3,47.3,117.0,117.0,4.4,50.61,0.0,0.0
0,317330,덕산테코피아,반도체와반도체장비,6225.0,,,-430.0,54.0,-48.94,507.37,-1.1255813953488372,
0,092190,서울바이오시스,디스플레이장비및부품,6243.0,,,2.0,2.0,-26.46,322.51,0.0,
0,290550,디케이티,핸드셋,6210.0,26.79,26.79,216.0,233.0,11.94,57.62,0.07870370370370372,0.0
0,045100,한양이엔지,반도체와반도체장비,6169.0,15.19,15.19,537.0,537.0,6.81,47.97,0.0,0.0
0,067160,SOOP,양방향미디어와서비스,6161.0,6.05,6.0,1248.0,1161.0,18.96,75.84,-0.06971153846153844,0.04999999999999982
0,101930,인화정공,조선,6144.0,24.6,24.6,155.0,155.0,8.5,35.36,0.0,0.0
0,041830,인바디,건강관리장비와용품,6120.0,20.04,20.04,368.0,484.0,12.74,12.91,0.3152173913043479,0.0
0,168360,펨트론,전자장비와기기,6100.0,,,32.0,451.0,-14.17,316.18,13.09375,
0,035890,서희건설,건설,6078.0,4.99,4.99,1444.0,1444.0,11.84,49.57,0.0,0.0
0,119850,지엔씨에너지,전기장비,6004.0,15.03,15.03,494.0,494.0,21.15,67.41,0.0,0.0
0,389500,에스비비테크,기계,5990.0,,,-69.0,-24.0,-17.25,157.78,-0.6521739130434783,
0,069540,빛과전자,통신장비,5943.0,,,-165.0,-165.0,-32.62,57.3,0.0,
0,037460,삼지전자,통신장비,5915.0,7.82,7.82,1624.0,1624.0,16.89,145.15,0.0,0.0
0,254490,미래반도체,반도체와반도체장비,5790.0,40.96,40.96,191.0,191.0,14.41,70.29,0.0,0.0
0,093320,케이아이엔엑스,IT서비스,5763.0,33.7,33.7,239.0,239.0,8.69,36.25,0.0,0.0
0,493280,아이엠바이오로직스,제약,5759.0,452.33,452.33,3.0,3.0,-47.26,2.46,0.0,0.0
0,107640,한중엔시에스,전기장비,5711.0,141.89,141.89,40.0,170.0,6.46,152.88,3.25,0.0
0,080580,오킨스전자,반도체와반도체장비,5663.0,65.01,65.01,111.0,274.0,34.67,88.77,1.4684684684684686,0.0
0,039440,에스티아이,반도체와반도체장비,5691.0,37.68,37.68,197.0,197.0,5.63,27.63,0.0,0.0
0,468530,프로티나,생물공학,5656.0,,,-114.0,-114.0,-40.84,11.91,0.0,
0,042000,카페24,IT서비스,5615.0,14.37,14.37,402.0,402.0,16.23,56.29,0.0,0.0
0,099190,아이센스,건강관리장비와용품,5600.0,,,79.0,50.0,0.94,70.74,-0.36708860759493667,
0,328130,루닛,건강관리기술,5585.0,,,-831.0,-165.0,-18.64,169.16,-0.8014440433212997,
0,019210,와이지-원,기계,5579.0,22.06,22.06,665.0,665.0,6.14,170.78,0.0,0.0
0,488900,비츠로넥스텍,우주항공과국방,5563.0,,,-74.0,-74.0,-13.92,93.01,0.0,
0,234340,헥토파이낸셜,IT서비스,5546.0,59.79,59.79,156.0,265.0,12.23,196.56,0.6987179487179487,0.0
0,064260,다날,IT서비스,5537.0,,,23.0,23.0,-21.22,141.22,0.0,
0,018290,브이티,화장품,5486.0,9.17,9.17,829.0,681.0,17.96,39.58,-0.1785283474065139,0.0
0,041190,우리기술투자,창업투자,5468.0,4.95,4.95,1381.0,1381.0,15.32,21.19,0.0,0.0
0,122640,예스티,반도체와반도체장비,5455.0,,,38.0,262.0,15.97,66.45,5.894736842105263,
0,332570,PS일렉트로닉스,핸드셋,5421.0,32.68,32.68,39.0,39.0,15.91,73.92,0.0,0.0
0,330860,네패스아크,반도체와반도체장비,5379.0,157.68,157.68,48.0,256.0,10.52,72.89,4.333333333333333,0.0
0,354320,알멕,자동차부품,5369.0,,,62.0,145.0,4.56,112.69,1.338709677419355,
0,025900,동화기업,건축자재,5364.0,,,-138.0,-9.0,-2.73,157.92,-0.9347826086956522,
0,393890,더블유씨피,전기제품,5330.0,,-8.0,-1276.0,-417.0,-7.22,117.49,-0.6731974921630094,
0,101160,월덱스,반도체와반도체장비,5292.0,12.91,12.91,585.0,585.0,12.53,23.97,0.0,0.0
0,036620,감성코퍼레이션,"섬유,의류,신발,호화품",5276.0,15.06,11.0,446.0,579.0,30.36,37.97,0.2982062780269059,4.0600000000000005
0,047920,HLB제약,제약,5261.0,113.76,113.76,11.0,11.0,3.79,36.38,0.0,0.0
0,036170,에이치엠넥스,디스플레이장비및부품,5253.0,48.09,48.09,24.0,24.0,8.43,20.69,0.0,0.0
0,394280,오픈엣지테크놀로지,반도체와반도체장비,5214.0,,,-289.0,-10.0,-5.21,178.54,-0.9653979238754326,
0,251970,펌텍코리아,포장재,5177.0,15.03,12.0,565.0,654.0,14.0,28.14,0.15752212389380538,3.0299999999999994
0,211050,인카금융서비스,손해보험,5089.0,7.33,7.33,948.0,1267.0,39.66,367.04,0.3364978902953586,0.0
0,025320,시노펙스,핸드셋,5059.0,68.62,68.62,68.0,68.0,4.34,51.12,0.0,0.0
0,187660,페니트리움바이오,제약,5059.0,,,-74.0,-74.0,-104.62,52.33,0.0,
0,287840,인투셀,제약,5040.0,,,-103.0,-103.0,-65.72,66.69,0.0,
0,376270,HEM파마,건강관리업체및서비스,5038.0,,,-156.0,-156.0,-153.3,893.97,0.0,
0,425040,티이엠씨,반도체와반도체장비,5034.0,31.55,31.55,248.0,303.0,8.37,45.11,0.221774193548387,0.0
0,079370,제우스,반도체와반도체장비,5025.0,,,-45.0,-45.0,-1.74,52.24,0.0,
0,078350,한양디지텍,반도체와반도체장비,5000.0,33.4,33.4,239.0,239.0,9.09,75.0,0.0,0.0
0,230360,에코마케팅,"섬유,의류,신발,호화품",4960.0,30.13,30.13,454.0,454.0,6.99,58.25,0.0,0.0
0,034950,한국기업평가,상업서비스와공급품,4958.0,19.65,19.65,343.0,343.0,20.08,28.41,0.0,0.0
0,092870,엑시콘,반도체와반도체장비,4914.0,54.8,54.8,1.0,136.0,4.81,14.72,135.0,0.0
0,078130,국일제지,종이와목재,4915.0,,,-5.0,-5.0,-1.53,11.66,0.0,
